sequence,camera,frame,hand,view_class,lag,median_err_px
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,-4,44.3447
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,-3,30.8066
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,-2,20.9762
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,-1,9.2116
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,0,7.8949
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,1,13.7126
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,2,22.6419
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,3,28.2081
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,4,35.3634
p36-tea-0010/010,brics-odroid-025_cam1,85,left,good,5,42.9785
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,-5,47.1875
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,-4,51.9905
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,-3,42.9611
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,-2,22.4897
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,-1,6.7522
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,0,4.4305
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,1,8.574
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,2,24.4725
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,3,42.4414
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,4,51.1934
p41-plant-0004/004,brics-odroid-017_cam1,16,right,good,5,42.1299
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,-5,5.0272
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,-4,4.6523
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,-3,4.65
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,-2,4.6509
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,-1,5.4603
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,0,4.8532
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,1,4.9985
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,2,5.0874
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,3,5.0928
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,4,5.4461
p44-dog-0004/004,brics-odroid-024_cam0,272,right,good,5,5.3569
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,-5,10.4686
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,-4,9.6758
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,-3,10.2291
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,-2,9.8615
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,-1,10.424
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,0,8.3965
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,1,6.7979
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,2,10.2263
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,3,11.8629
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,4,11.5132
p44-dog-0004/004,brics-odroid-017_cam0,160,right,good,5,13.0505
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,-5,140.2128
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,-4,121.4038
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,-3,82.263
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,-2,48.1957
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,-1,21.4063
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,0,6.2576
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,1,12.3601
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,2,20.9591
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,3,28.5079
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,4,35.859
p41-boxing-0021/021,brics-odroid-024_cam1,234,left,good,5,44.4062
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,-5,16.201
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,-4,16.8372
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,-3,16.5624
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,-2,13.0208
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,-1,7.7343
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,0,3.0243
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,1,5.2773
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,2,10.2086
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,3,14.5449
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,4,15.2803
p52-instrument-0034/034,brics-odroid-009_cam1,72,right,good,5,15.3652
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,-5,6.306
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,-4,5.4408
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,-3,4.7677
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,-2,3.9907
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,-1,3.2489
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,0,3.1899
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,1,3.6199
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,2,4.1185
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,3,5.0327
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,4,6.3497
p52-instrument-0034/034,brics-odroid-011_cam0,6,right,good,5,9.6214
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,-5,13.3375
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,-4,12.4687
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,-3,6.7107
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,-2,11.1147
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,-1,11.2062
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,0,8.4308
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,1,10.2611
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,2,8.3173
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,3,15.1
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,4,23.5597
p41-plant-0004/004,brics-odroid-023_cam0,64,right,good,5,21.7261
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,-5,9.6897
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,-4,7.9903
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,-3,5.7864
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,-2,5.2474
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,-1,5.3822
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,0,5.6299
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,1,5.5367
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,2,5.5305
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,3,11.6079
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,4,19.6717
p41-plant-0004/004,brics-odroid-012_cam1,80,left,good,5,18.3154
p52-instrument-0034/034,brics-odroid-017_cam1,0,right,good,0,2.4669
p52-instrument-0034/034,brics-odroid-017_cam1,0,right,good,1,2.6253
p52-instrument-0034/034,brics-odroid-017_cam1,0,right,good,2,3.9942
p52-instrument-0034/034,brics-odroid-017_cam1,0,right,good,3,5.3346
p52-instrument-0034/034,brics-odroid-017_cam1,0,right,good,4,7.4964
p52-instrument-0034/034,brics-odroid-017_cam1,0,right,good,5,9.2829
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,-5,6.0095
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,-4,5.8094
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,-3,5.4602
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,-2,5.4839
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,-1,4.2412
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,0,3.4944
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,1,4.0572
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,2,7.6639
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,3,12.1727
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,4,13.2969
p41-boxing-0021/021,brics-odroid-020_cam1,18,right,good,5,12.43
p41-plant-0004/004,brics-odroid-017_cam1,0,left,good,0,7.5638
p41-plant-0004/004,brics-odroid-017_cam1,0,left,good,1,7.7827
p41-plant-0004/004,brics-odroid-017_cam1,0,left,good,2,8.1058
p41-plant-0004/004,brics-odroid-017_cam1,0,left,good,3,8.3035
p41-plant-0004/004,brics-odroid-017_cam1,0,left,good,4,8.0569
p41-plant-0004/004,brics-odroid-017_cam1,0,left,good,5,9.2224
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,-5,212.4685
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,-4,195.9344
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,-3,154.212
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,-2,100.6216
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,-1,49.0785
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,0,5.8974
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,1,32.7543
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,2,61.9293
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,3,87.0991
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,4,107.8381
p41-boxing-0021/021,brics-odroid-010_cam0,234,left,good,5,124.9303
p52-instrument-0034/034,brics-odroid-010_cam1,0,right,good,0,8.7846
p52-instrument-0034/034,brics-odroid-010_cam1,0,right,good,1,8.8552
p52-instrument-0034/034,brics-odroid-010_cam1,0,right,good,2,9.4
p52-instrument-0034/034,brics-odroid-010_cam1,0,right,good,3,10.5995
p52-instrument-0034/034,brics-odroid-010_cam1,0,right,good,4,10.4024
p52-instrument-0034/034,brics-odroid-010_cam1,0,right,good,5,12.0553
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,-5,31.3543
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,-4,25.3647
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,-3,20.2686
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,-2,13.4359
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,-1,6.8046
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,0,4.0208
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,1,12.0685
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,2,18.9647
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,3,26.712
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,4,32.9851
p52-instrument-0034/034,brics-odroid-012_cam0,42,right,good,5,37.472
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,-5,23.9759
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,-4,23.9007
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,-3,22.4253
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,-2,15.6711
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,-1,13.6775
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,0,7.3351
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,1,11.7644
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,2,17.1195
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,3,14.708
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,4,8.3061
p41-plant-0004/004,brics-odroid-020_cam1,40,left,good,5,12.2934
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,-5,15.2938
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,-4,15.3882
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,-3,12.3245
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,-2,9.5384
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,-1,7.0772
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,0,5.6763
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,1,6.3745
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,2,9.0095
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,3,12.858
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,4,19.6408
p41-boxing-0021/021,brics-odroid-030_cam0,216,left,good,5,27.1728
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,-5,9.1805
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,-4,8.3973
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,-3,8.646
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,-2,8.2354
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,-1,8.2657
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,0,8.7243
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,1,7.4941
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,2,9.064
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,3,9.8061
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,4,10.8805
p52-instrument-0034/034,brics-odroid-024_cam1,36,left,good,5,10.9477
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,-5,10.8115
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,-4,10.4966
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,-3,10.5715
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,-2,9.9044
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,-1,9.8096
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,0,9.0627
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,1,10.1126
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,2,9.8963
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,3,9.8346
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,4,10.4538
p52-instrument-0034/034,brics-odroid-030_cam0,54,left,good,5,10.5805
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,-5,18.0599
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,-4,16.6928
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,-3,14.8106
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,-2,11.344
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,-1,7.7572
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,0,6.8328
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,1,5.3146
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,2,6.0119
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,3,8.8843
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,4,11.5359
p52-instrument-0034/034,brics-odroid-002_cam0,6,right,good,5,19.0516
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,-5,59.0274
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,-4,53.041
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,-3,43.447
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,-2,28.4776
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,-1,14.0301
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,0,7.0763
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,1,23.1902
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,2,39.8469
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,3,53.0127
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,4,61.5281
p44-dog-0004/004,brics-odroid-007_cam1,224,right,good,5,67.7564
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,-5,8.8069
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,-4,8.7286
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,-3,8.6477
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,-2,8.8721
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,-1,8.8274
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,0,8.9108
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,1,8.833
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,2,8.9462
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,3,8.8796
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,4,8.885
p52-instrument-0034/034,brics-odroid-020_cam1,114,left,good,5,8.5267
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,-5,5.3061
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,-4,5.0659
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,-3,4.8497
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,-2,4.3968
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,-1,4.2155
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,0,4.4025
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,1,4.2894
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,2,4.3164
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,3,4.4652
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,4,4.4143
p36-tea-0010/010,brics-odroid-015_cam0,354,right,good,5,4.0349
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,-5,22.8449
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,-4,16.1365
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,-3,12.8797
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,-2,9.3148
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,-1,7.4667
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,0,7.8698
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,1,8.126
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,2,10.0262
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,3,10.3966
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,4,14.1028
p52-instrument-0034/034,brics-odroid-025_cam0,24,right,good,5,25.7256
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,-5,7.4325
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,-4,6.9906
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,-3,6.6984
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,-2,7.3543
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,-1,7.5955
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,0,6.9588
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,1,7.3863
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,2,7.0516
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,3,7.6887
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,4,7.7401
p36-tea-0010/010,brics-odroid-020_cam0,354,right,good,5,6.7436
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,-5,3.5457
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,-4,3.3813
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,-3,3.7451
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,-2,3.4031
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,-1,3.3356
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,0,3.6791
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,1,4.2295
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,2,4.5051
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,3,4.2574
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,4,4.1398
p52-instrument-0034/034,brics-odroid-007_cam1,108,right,good,5,3.8319
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,-5,18.7178
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,-4,18.3682
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,-3,18.8553
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,-2,14.4963
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,-1,9.2249
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,0,4.8193
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,1,4.3232
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,2,7.271
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,3,9.4741
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,4,7.5186
p41-plant-0004/004,brics-odroid-007_cam0,96,right,good,5,12.8419
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,-5,29.4263
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,-4,22.2252
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,-3,16.8986
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,-2,11.163
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,-1,4.8051
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,0,4.0569
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,1,4.6096
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,2,5.533
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,3,9.0128
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,4,14.7905
p44-dog-0004/004,brics-odroid-021_cam0,256,left,good,5,19.1558
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,-5,10.4361
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,-4,9.1859
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,-3,9.6348
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,-2,8.5897
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,-1,8.4655
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,0,8.3663
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,1,9.2757
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,2,8.8119
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,3,12.0195
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,4,9.156
p41-plant-0004/004,brics-odroid-009_cam1,144,left,good,5,12.6591
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,-5,60.9418
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,-4,66.8476
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,-3,55.9296
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,-2,37.4367
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,-1,19.0474
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,0,7.4286
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,1,7.3472
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,2,15.9484
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,3,29.512
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,4,36.7647
p41-plant-0004/004,brics-odroid-007_cam0,56,left,good,5,34.195
p41-plant-0004/004,brics-odroid-001_cam1,128,right,good,-5,17.2413
p41-plant-0004/004,brics-odroid-001_cam1,128,right,good,-4,16.9836
